"case_type","case_number","status","incident_date","incident_time","incident_type","incident_location_type","incident_location","incident_city","incident_state","incident_zip","incident_county","LEA","child_id","child_race","child_gender","child_perceived_age","offender_gender","offender_race","offender_age","offender_perceived_age","vehicle_style","vehicle_color","offender_method","offender_method_detail","offender_statement","how_got_away","how_got_away_detail","child_amount","offender_amount"
"Attempted Abduction",1129982,"Closed","2009-08-22","13:00","Attempted Abduction","Retail - Other","5716 Columbia Pike","Bailey's Crossroads","VA",22041,"Fairfax","Fairfax Co (VA) PD","391365","Unknown","Male","9","Male","White","47",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1131777,"Closed","2009-09-22","12:28","Attempted Abduction","School - Bus Stop","7800 Clark Rd","Hanover","MD",21076,"Anne Arundel","Anne Arundel Co (MD) PD","393386","Unknown","Male","4","Female","White","49",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1131795,"Closed","2009-09-20","16:45","Attempted Abduction","Home - Residence","Hope Rd","Blairstown","NJ",7825,"Warren","Blairstown (NJ) PD/Warren Co PO","393405","White","Female","7","Male","White",NA,"40-49",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1131798,"Closed","2009-09-21","19:30","Sexual Assault","Street","82 Colgate St","Jersey City","NJ",7302,"Hudson","Jersey City (NJ) PD","393408","Unknown","Female","12","Male","White","33",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1132316,"Closed","2009-09-19","00:00","Sexual Assault","Retail - Other","W 92nd Ave & Sheridan Blvd","Westminster","CO",80031,"Jefferson","Westminster (CO) PD","394003","Unknown","Female","10","Male","White","34",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1132516,"Closed","2009-08-12","01:00","Sexual Assault","Home - Residence","Unknown Address","Powhatan Point","OH",43942,"Belmont","Powhatan Point (OH) PD","394233","Unknown","Female","16","Male","White","44",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1133778,"Closed","2002-02-14","00:00","Abduct & Release","School - Bus Stop","Hill Rd","Middleburg","FL",32068,"Clay","Clay Co (FL) SO","395612","Unknown","Female","13","Male","White","37",NA,NA,"Maroon","other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1134003,"Closed","2009-09-23","14:05","Attempted Abduction","Street","W Hubbard Ave & S Clara Ave","Deland","FL",32720,"Volusia","Deland (FL) PD","395850","Black","Female","9","Male","White",NA,"Unknown",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1134805,"Closed","2007-06-05","04:30","Sexual Assault","Home - Residence","1700 Morris Ave","Lincoln Park","MI",48146,"Wayne","Lincoln Park (MI) PD","396754","Unknown","Female","8","Male","White",NA,"17-23",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1135618,"Closed","2009-11-13","08:15","Attempted Abduction","Street","1800 Martin Luther King Jr Way","Merced","CA",95340,"Merced","Merced (CA) PD","397680","Unknown","Female","10","Male","White",NA,"30-39",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1135978,"Closed","2009-11-18","18:30","Attempted Abduction","Street","School Ln","Plymouth Meeting","PA",19462,"Montgomery","Plymouth Twp (PA) PD","398077","Unknown","Female","16","Male","White",NA,"20-29",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1136972,"Closed","2009-12-09","07:30","Attempted Abduction","Street","Stumph Rd & Snow Rd","Parma","OH",44130,"Cuyahoga","Parma (OH) PD","399228","Unknown","Female","12","Male","White","46",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1137904,"Closed","2009-12-24","16:00","Attempted Abduction","Street","700 River Gardens Dr","Bullhead City","AZ",86442,"Mohave","Bullhead City (AZ) PD","400264","Unknown","Female","9","Male","White","30",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1138912,"Closed","2010-01-07","07:00","Attempted Abduction","Street","Unknown address","Longview","WA",98632,"Cowlitz","Longview (WA) PD","401373","Unknown","Female","11","Male","White","35",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1140368,"Closed","2010-01-23","00:00","Attempted Abduction","Home - Residence","Circle Dr","Guntersville","AL",35976,"Marshall","Guntersville (AL) PD","402990","Unknown","Female","12","Male","White","27",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1141769,"Closed","2010-02-22","15:20","Attempted Abduction","Street","W Berwyn Ave & S Cumberland Ave","Chicago","IL",60656,"Cook","Chicago (IL) PD","404554","Unknown","Female","12","Male","White",NA,"30-39",NA,NA,"other","Questions",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1141849,"Closed","2010-02-20","18:30","Attempted Abduction","Street","500 N Broad St","Philadelphia","PA",19130,"Philadelphia","Philadelphia (PA) PD","404645","Unknown","Female","14","Male","White",NA,"30-40",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1141966,"Closed","2010-02-16","15:30","Attempted Abduction","Street","23rd Ave & Garland Dr","Missoula","MT",59803,"Missoula","Missoula (MT) PD","404778","Unknown","Female","8","Male","White",NA,"Unknown",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1142392,"Closed","2010-03-03","08:15","Sexual Assault","School - Facility","23750 David Ave - Woodland ES","Eastpointe","MI",48021,"Macomb","Eastpointe (MI) PD","405261","Unknown","Female","Unknown","Male","White",NA,"30-39",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1142424,"Closed","2010-02-22","19:05","Attempted Abduction","Other","480 W Main St - Frontier Fun Center","Fernley","NV",89408,"Lyon","Lyon Co (NV) SO","405295","Unknown","Female","8","Male","White",NA,"18-25",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1143145,"Closed","2010-03-06","00:00","Sexual Assault","Home - Residence","W Meinecke Ave","Wauwatosa","WI",53213,"Milwaukee","Wauwatosa (WI) PD","406133","Unknown","Female","14","Male","White","48",NA,NA,NA,"other","Alcohol",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1143746,"Closed","2010-01-15","00:00","Attempted Abduction","Street","Westside Rd & Jewell Ln","Redding","CA",96001,"Shasta","Redding (CA) PD","406830","Unknown","Female","13","Male","White",NA,"38-40",NA,"White","ride/other","Directions",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1144183,"Closed","2010-03-29","12:00","Sexual Assault","Street","Fall Hill Ave","Fredericksburg","VA",22407,"Fredericksburg","Fredericksburg (VA) PD","407320","Unknown","Female","17","Male","White","85",NA,NA,NA,"ride",NA,NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1144769,"Closed","2010-04-07","00:00","Attempted Abduction","Street","3700 Hahn Ave","Bethpage","NY",11714,"Nassau","Nassau Co (NY) PD","407970","White","Female","11","Male","White",NA,"30-40",NA,"Black","other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1145211,"Closed","2010-04-07","07:45","Attempted Abduction","Street","Maricopa Rd","Buckeye","AZ",85326,"Maricopa","Buckeye (AZ) PD","408465","White","Female","12","Male","White",NA,"20-25",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1146819,"Closed","2010-05-04","00:00","Sexual Assault","Street","Unknown Address","Fairfax","MN",55332,"Renville","Renville Co (MN) SO","410280","Unknown","Female","14","Male","White","25",NA,NA,"Silver","other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1146883,"Closed","2010-02-28","00:00","Sexual Assault","Street","7701 W Ustick Rd","Boise","ID",83713,"Ada","Boise (ID) PD","410356","Unknown","Unknown","Unknown","Male","White","67",NA,NA,NA,"animal",NA,NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1147056,"Closed","2010-04-20","00:00","Sexual Assault","Home-Other","Private Road 1416 - Lot 57","Daleville","AL",36322,"Dale","Dale Co (AL) SO","410542","White","Female","13","Male","White","45",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1147355,"Closed","2010-05-06","00:00","Sexual Assault","Library","192 E Broadway - New York Public Library","New York","NY",10002,"New York City","New York (NY) PD","410889","Unknown","Female","9","Male","White",NA,"42-48",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1147657,"Closed","2010-05-13","15:49","Sexual Assault","Street","Brower Ave & Oceanside Pkwy","Oceanside","NY",11572,"Nassau","Nassau Co (NY) PD","411221","Unknown","Female","17","Male","White",NA,"45-55",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1148891,"Closed","2010-05-16","23:30","Sexual Assault","Other","3rd & 4th St","Baker City","OR",97814,"Baker","Baker City (OR) PD","412573","Unknown","Female","17","Male","White",NA,"Unknown",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1148938,"Closed","2010-06-02","00:00","Sexual Assault","Home - Residence","W Lawrence St","Appleton","WI",54914,"Outagamie","Grand Chute (WI) PD","412625","Unknown","Female","5","Male","White","21",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1149419,"Closed","2010-06-08","15:45","Attempted Abduction","Street","Columbia Blvd","St. Helens","OR",97051,"Columbia","St. Helens (OR) PD","413142","Unknown","Male","Unknown","Male","White","36",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1149830,"Closed","2010-06-10","14:15","Attempted Abduction","Other","2594 Lucerne Park Rd","Winter Haven","FL",33881,"Polk","Winter Haven (FL) PD","413598","Unknown","Male","14","Male","White",NA,"55-60",NA,"White","money",NA,NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1151338,"Closed","2010-07-03","16:00","Attempted Abduction","Park","33922 121st St E - Pearblossom Park","Pearblossom","CA",93553,"Los Angeles","Los Angeles Co (CA) SD","415251","Unknown","Female","10","Male","White",NA,"30-40",NA,"Silver","other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1151544,"Closed","2010-07-07","09:50","Attempted Abduction","Street","Fulkerson St","Cambridge","MA",2141,"Middlesex","Cambridge (MA) PD","415476","Unknown","Female","15","Male","White",NA,"45",NA,NA,"candy",NA,NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1153120,"Closed","2010-07-19","22:00","Sexual Assault","Street","Wendy's Way & Bakers Way","Harwich","MA",2645,"Barnstable","Harwich (MA) PD","417217","Unknown","Female","17","Male","White",NA,"60-69",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1153520,"Closed","2010-08-02","15:00","Sexual Assault","Street","S 70th Ave W & Raleigh St","Duluth","MN",55807,"St Louis","Duluth (MN) PD","417674","Unknown","Female","13","Male","White","41",NA,NA,"Blue, Light","other","Directions",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1153854,"Closed","2010-07-15","09:50","Attempted Abduction","Street","2400 E Geddes Pl","Littleton","CO",80122,"Arapahoe","Arapahoe Co (CO) SO","418039","Unknown","Female","14","Male","White",NA,"18-25",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1153980,"Closed","2010-08-10","13:30","Attempted Abduction","Street","11000 U.S. 10","Rice","MN",56367,"Benton","Benton Co (MN) SO","418187","White","Female","8","Male","White",NA,"20-40",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1154593,"Closed","2010-08-11","00:00","Attempted Abduction","Street","4600 E Frye Rd","Phoenix","AZ",85048,"Maricopa","Phoenix (AZ) PD","418877","Unknown","Male","9","Male","White",NA,"Unknown",NA,"White","other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1154735,"Closed","2010-08-13","00:00","Attempted Abduction","Restaurant","903 W Walnut St","Rogers","AR",72756,"Benton","Rogers (AR)PD","419030","Unknown","Male","Unknown","Male","White","51",NA,NA,NA,"other","Unknown",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1155894,"Closed","2010-09-04","20:00","Sexual Assault","Home - Residence","433 Putnam Ave","Salina","KS",67401,"Saline","Salina (KS) PD","420353","Unknown","Female","15","Male","White","19",NA,NA,NA,"other","Unknown",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1155984,"Closed","2010-05-01","14:30","Suspicious Incident","Street","1300 Hallock Dr","Odenton","MD",21113,"Anne Arundel","Anne Arundel Co (MD) PD","420455","Unknown","Female","15","Male","White","52",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1156773,"Closed","2010-09-21","00:00","Attempted Abduction","Street","St Dominic Ln","St. Ann","MO",63074,"Saint Louis","St Ann (MO) PD","421341","Unknown","Female","8","Male","White","55",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1156831,"Closed","2010-09-18","00:00","Suspicious Incident","School - Facility","5900 Cottage Hill Rd","Mobile","AL",36609,"Mobile","Mobile (AL) PD","421407","Unknown","Female","13","Male","White","25",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1158759,"Closed","2010-10-19","07:00","Suspicious Incident","Street","Crescent Rd & Brown Ave","Manchester","NH",3103,"Hillsborough","Manchester (NH) PD","423603","Unknown","Female","14","Male","White",NA,"32-38",NA,"Dark","other","Unknown",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1159936,"Closed","2010-11-04","00:00","Attempted Abduction","Retail - Other","6811 Southcrest Pkwy","Southaven","MS",38671,"DeSoto","Southaven (MS) PD","424895","Unknown","Female","8","Male","White","21",NA,NA,NA,"other","Help",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1160736,"Closed","2010-11-21","15:15","Attempted Abduction","Street","Osage Terr & Brooklyn Ave","Sarasota","FL",34231,"Sarasota","Sarasota Co (FL) SO","425790","Unknown","Female","16","Male","White",NA,"20-40",NA,"Black","other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1161549,"Closed","2010-12-03","16:00","Attempted Abduction","Street","Hidden Lake Circ","Clermont","FL",34711,"Lake","Lake Co (FL) SO","426734","Unknown","Female","16","Male","White",NA,"18-25",NA,"Black","other","Directions",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1162095,"Closed","2010-12-12","05:00","Suspicious Incident","Home - Residence","Unknown address","Great Neck","NY",11023,"Nassau","Nassau Co (NY) PD","427371","Unknown","Female","15","Male","White",NA,"Unknown",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1163010,"Closed","2010-12-30","00:00","Attempted Abduction","Home - Residence","1604 Maureen Ave","Ocoee","FL",34761,"Orange","Ocoee (FL) PD","428370","Unknown","Male","Unknown","Male","White","27",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1163713,"Closed","2011-01-07","19:00","Abduct & Release","Restaurant","Unknown address","Roberts","ID",83444,"Jefferson","Jefferson Co (ID) SO","429159","White","Female","17","Male","White","45",NA,NA,NA,"ride",NA,NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1164059,"Closed","2011-01-18","09:30","Attempted Abduction","Street","1700 S Main St","Salt Lake City","UT",84415,"Weber","Salt Lake City (UT) PD","429530","Unknown","Female","14","Male","White","42",NA,NA,NA,"ride",NA,NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1165203,"Closed","2011-01-18","09:30","Attempted Abduction","Street","1700 S Main","Salt Lake City","UT",84115,"Salt Lake","Salt Lake City (UT) PD","430769","Unknown","Female","Unknown","Male","White","42",NA,NA,"Silver","ride",NA,NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1165576,"Closed","2011-02-06","18:00","Attempted Abduction","Home - Residence","Unknown address","Odell","OR",NA,"Hood River","Hood River Co (OR) SO","431176","Unknown","Female","7","Male","White",NA,"20-30",NA,NA,"other","Unknown",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1167494,"Closed","2011-03-05","18:30","Attempted Abduction","Outdoor - Open Area","Reichel Beach Trail","Vail","WA",98576,"Thurston","Thurston Co (WA) SO","433338","Unknown","Female","18","Male","White",NA,"Unknown",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1167524,"Closed","2011-03-06","01:00","Attempted Abduction","Hotel / Motel","777 Waterwheel Dr - Seven Springs Mtn Resort","Champion","PA",15622,"Somerset","PA State Police","433369","Unknown","Female","11","Male","White","23",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1170817,"Closed","2011-03-25","17:00","Attempted Abduction","Street","4000 Green Ave","Los Alamitos","CA",90720,"Orange","Los Alamitos (CA) PD","437045","Unknown","Male","11","Male","White",NA,"30-40",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1170824,"Closed","2011-04-24","01:30","Attempted Abduction","Street","Pourroy Rd & Thompson Rd","Winchester","CA",92596,"Riverside","Riverside Co (CA) SD","437053","Unknown","Female","16","Male","White",NA,"Unknown",NA,NA,"other","Traffic disruption",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1173004,"Closed","2011-05-19","07:30","Attempted Abduction","Street","Newton St & Central Ave","Fredonia","NY",14063,"Chautauqua","Fredonia (NY) PD","439428","White","Female","13","Male","White","22",NA,NA,"Maroon","other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1175575,"Closed","2011-05-05","15:40","Sexual Assault","Outdoor - Open Area","7600 Brianna Court SE","Lacey","WA",98503,"Thurston","Thurston Co (WA) SO","442298","Unknown","Female","16","Male","White","40",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1175814,"Closed","2011-06-15","15:15","Attempted Abduction","Street","1600 Chestnut St","Cadillac","MI",49601,"Wexford","Cadillac (MI) PD","442565","White","Female","11","Male","White",NA,"20",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1175952,"Closed","2011-07-15","22:30","Sexual Assault","Unknown","4300 Dalehurst Dr","Cincinnati","OH",45211,"Hamilton","Hamilton Co (OH) SO","442719","Unknown","Male","11","Male","White","26",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1177062,"Closed","2011-07-14","00:00","Suspicious Incident","Street","North Ave & N 13th St","Sheboygan","WI",53083,"Sheboygan","Sheboygan (WI) PD","443971","Unknown","Female","8","Male","White",NA,"Unknown",NA,NA,"candy",NA,NA,"Fought/Broke Free",NA,1,1
"Attempted Abduction",1178902,"Closed","2011-08-13","00:00","Attempted Abduction","Street","3400 22nd Ave NW","Rochester","MN",55901,"Olmsted","Rochester (MN) PD","446072","Unknown","Female","10","Male","White",NA,"25-35",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1
