"incident_zip","case_type","case_number","status","incident_date","incident_time","incident_type","incident_location_type","incident_location","incident_city","incident_state","incident_county","LEA","child_id","child_race","child_gender","child_perceived_age","offender_gender","offender_race","offender_age","offender_perceived_age","vehicle_style","vehicle_color","offender_method","offender_method_detail","offender_statement","how_got_away","how_got_away_detail","child_amount","offender_amount","Latitude","Longitude"
19134,"Attempted Abduction",1144103,"Closed","2007-03-31","21:35","Abduct & Release","Street","3200 Amber St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","407235","Unknown","Female","15","Male","Black",NA,"25-27","Sedan, 4 door",NA,"other","None",NA,"Fought/Broke Free",NA,1,1,39.9925,-75.1133
19134,"Attempted Abduction",1103692,"Closed","2007-04-23","08:15","Attempted Abduction","Street","600 E Clearfield St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","362137","Unknown","Male","14","Male","Black",NA,"25-26",NA,"Blue, Light","other","None",NA,"Fought/Broke Free",NA,1,1,39.9925,-75.1133
19135,"Attempted Abduction",1126763,"Closed","2009-06-24","15:20","Exposure","Street","6100 Gillespie St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","387740","Unknown","Female","16","Male","White",NA,"25-29","Sedan, 4 door","Black","other","None",NA,"Unknown",NA,1,1,40.0247,-75.0518
19135,"Attempted Abduction",1093621,"Closed","2008-04-01","06:45","Attempted Abduction","Street","4300 Levick St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","350908","Unknown","Female","14","Male","Hispanic",NA,"25-29","Sport Utility","White","ride",NA,NA,"Unknown",NA,1,1,40.0247,-75.0518
19135,"Attempted Abduction",1103568,"Closed","2007-07-17","13:15","Attempted Abduction","Street","4200 Longshore Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","362001","Unknown","Female","13","Male","White",NA,"25-35","Sedan, 4 door","Green, Dark","other","None",NA,"Unknown",NA,1,1,40.0247,-75.0518
19136,"Attempted Abduction",1103606,"Closed","2007-10-03","21:40","Attempted Abduction","Street","3500 Welsh Rd","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","362045","Unknown","Female","13","Male","Black",NA,"25-29","Sedan, 4 door","Dark","other","None",NA,"Ran Away",NA,1,1,40.0422,-75.0244
19136,"Attempted Abduction",1103531,"Closed","2007-06-27","22:40","Sexual Assault","Street","7100 Milnor St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","361971","Unknown","Female","15","Male","White",NA,"50-60","Sedan, 4 door","Silver","other","None",NA,"Unknown",NA,1,1,40.0422,-75.0244
19136,"Attempted Abduction",1136779,"Closed","2009-11-22","11:50","Attempted Abduction","Street","3400 Tudor St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","398976","Unknown","Female","12","Male","White",NA,"40-49",NA,"Black","other","Question",NA,"Ran Away",NA,1,1,40.0422,-75.0244
19136,"Attempted Abduction",1097120,"Closed","2008-05-19","20:15","Attempted Abduction","Street","7900 Rowland Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","354745","Unknown","Male","12","Male","White",NA,"30-39",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,40.0422,-75.0244
19136,"Attempted Abduction",1103946,"Closed","2008-08-19","14:30","Attempted Abduction","Street","7800 Erdick St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","362407","Unknown","Female","17","Male","Hispanic",NA,"25-30","Pickup Truck","Brown","other","Question",NA,"Fought/Broke Free",NA,1,1,40.0422,-75.0244
19138,"Attempted Abduction",1103670,"Closed","2007-11-19","15:24","Sexual Assault","Street","2100 E Haines St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","362114","Unknown","Female","16","Male","Black",NA,"25-30",NA,NA,"other","None",NA,"Unknown",NA,1,1,40.0568,-75.1569
19138,"Attempted Abduction",1103679,"Closed","2007-05-02","08:15","Attempted Abduction","Street","1500 E Johnson St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","362127","Unknown","Male","10","Male","Black",NA,"50-55",NA,NA,"other","None",NA,"Ran Away",NA,1,1,40.0568,-75.1569
19138,"Attempted Abduction",1103625,"Closed","2007-11-27","15:00","Sexual Assault","Street","Rodney St & Haines St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","362065","Unknown","Female","16","Male","Black",NA,"25-30",NA,NA,"other","None",NA,"Released",NA,1,1,40.0568,-75.1569
19138,"Attempted Abduction",1136940,"Closed","2009-12-04","15:10","Attempted Abduction","Street","1900 E Washington Ln","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","399175","Unknown","Female","10","Male","Black",NA,"35-40","Sport Utility","Red","other","Unknown",NA,"Unknown",NA,1,1,40.0568,-75.1569
19138,"Attempted Abduction",1144094,"Closed","2007-01-22","18:00","Sexual Assault","Street","6100 Stenton Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","407226","Unknown","Female","15","Male","Black",NA,"20-29","Sedan, 4 door",NA,"other","None",NA,"Unknown",NA,1,1,40.0568,-75.1569
19139,"Attempted Abduction",1114433,"Closed","2009-01-15","10:50","Attempted Abduction","School - Facility","100 N 49th St - West Philadelphia Achievement","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","373919","Unknown","Female","10","Male","Black",NA,"30-39",NA,NA,"other","None",NA,"Ran Away",NA,1,1,39.9612,-75.2303
19139,"Attempted Abduction",1144047,"Closed","2007-03-22","08:00","Attempted Abduction","Street","6000 Ludlow St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","407174","Unknown","Female","15","Male","Black",NA,"50","Van","Blue, Dark","other","None",NA,"Ran Away",NA,1,1,39.9612,-75.2303
19139,"Attempted Abduction",1144081,"Closed","2007-02-01","09:30","Attempted Abduction","Street","6000 Spruce St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","407213","Unknown","Male","15","Male","Black",NA,"30",NA,"Black","other","Unknown",NA,"Ran Away",NA,1,1,39.9612,-75.2303
19139,"Attempted Abduction",1120489,"Closed","2009-03-25","09:00","Attempted Abduction","Street","5000 Hoopes St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","380668","Unknown","Female","14","Male","Black",NA,"30-40","Sport Utility","Tan","other","None",NA,"Ran Away",NA,1,1,39.9612,-75.2303
19139,"Attempted Abduction",1112071,"Closed","2008-12-09","08:45","Attempted Abduction","Street","6100 Market St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","371321","Unknown","Male","12","Male","Black",NA,"Unknown",NA,NA,"other","None",NA,"Ran Away",NA,1,1,39.9612,-75.2303
19139,"Attempted Abduction",1086998,"Closed","2008-01-06","02:30","Sexual Assault","Street","N 56th St & Race St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","343180","Unknown","Female","15","Male","Black",NA,"20-29",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,39.9612,-75.2303
19139,"Attempted Abduction",1144064,"Closed","2007-02-24","19:00","Sexual Assault","Street","24 N 50th St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","407195","Unknown","Female","17","Male","Black",NA,"17-18",NA,NA,"other","None",NA,"Released",NA,1,1,39.9612,-75.2303
19139,"Attempted Abduction",1089365,"Closed","2008-02-09","09:30","Attempted Abduction","Street","5000 Westminster Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","345989","Unknown","Female","16","Male","White",NA,"35-39",NA,"Gold","other","None",NA,"Ignored/Refused",NA,1,1,39.9612,-75.2303
19139,"Attempted Abduction",1105908,"Closed","2008-08-24","04:00","Sexual Assault","Street","6100 Walnut St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","364546","Unknown","Female","17","Male/Male","Black/Black",NA,"20/19","Sport Utility","Black","other","None",NA,"Released",NA,1,2,39.9612,-75.2303
19140,"Attempted Abduction",1141848,"Closed","2010-02-16","16:45","Suspicious Incident","Street","W Hunting Park Ave & Germantown Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","404644","Unknown","Male","15","Male","Black",NA,"40-49",NA,NA,"other","None",NA,"Ran Away",NA,1,1,40.0118,-75.1456
19140,"Attempted Abduction",1103630,"Closed","2007-11-05","18:00","Sexual Assault","School - Bus Stop","1800 W Hunting Park Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","362070","Unknown","Female","15","Male","Black",NA,"25",NA,NA,"other","None",NA,"Released",NA,1,1,40.0118,-75.1456
19140,"Attempted Abduction",1037235,"Closed","2005-09-02","15:28","Sexual Assault","Street","9th St & Tioga St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","289270","Unknown","Female","15","Male","Black",NA,"27-28",NA,NA,"other","None",NA,"Released",NA,1,1,40.0118,-75.1456
19140,"Attempted Abduction",1139767,"Closed","2010-01-18","21:00","Sexual Assault","Street","500 W Annsbury St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","402323","Unknown","Female","17","Male","Black",NA,"20-29",NA,NA,"other","None",NA,"Unknown",NA,1,1,40.0118,-75.1456
19140,"Attempted Abduction",1091790,"Closed","2008-03-07","15:00","Exposure","Street","1000 W Lycoming St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","348781","Unknown","Female","17","Male","Black",NA,"25-30","Sedan, 4 door","Green","other","None",NA,"Ignored/Refused",NA,1,1,40.0118,-75.1456
19140,"Attempted Abduction",1141252,"Closed","2010-02-05","07:50","Sexual Assault","Home - Residence","4512 Rising Sun Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","403967","Unknown","Female","17","Male","Black",NA,"17-20",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,40.0118,-75.1456
19140,"Attempted Abduction",1128776,"Closed","2009-07-25","17:10","Attempted Abduction","Street","400 W Bristol St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","389987","Unknown","Female","8","Male","Hispanic",NA,"20-29","Sedan, 4 door","Red","other","Question",NA,"Ran Away",NA,1,1,40.0118,-75.1456
19140,"Attempted Abduction",1059556,"Closed","2006-12-06","08:40","Abduct & Release","Street","1100 W Westmoreland St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","313159","Hispanic","Male","11","Male/Male","Unknown/Black",NA,"Unknown/20-30","Sedan, 4 door","Blue, Dark","other","None",NA,"Released",NA,1,2,40.0118,-75.1456
19140,"Attempted Abduction",1280421,"Closed","2016-10-28","00:00","Attempted Abduction","Street","1300 McFerran St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","579334","Unknown","Male","9","Male","Black",NA,"30-39",NA,NA,"other","None",NA,"Adult/Child Intervened","Screamed",1,1,40.0118,-75.1456
19140,"Attempted Abduction",1120467,"Closed","2009-03-16","07:40","Sexual Assault","School - Facility","3821 N Broad St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","380641","Unknown","Female","15","Male","Black",NA,"45-55",NA,NA,"other","None","TEST STATEMENT - The subject told the child to \Get in\.","Adult Intervened",NA,1,1,40.0118,-75.1456
19141,"Attempted Abduction",1103534,"Closed","2007-07-15","23:00","Sexual Assault","Street","5900 N Broad St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","361974","Unknown","Female","16","Male","Black",NA,"18-20",NA,NA,"other","None",NA,"Released","Released",1,1,40.0365,-75.1451
19141,"Attempted Abduction",1144088,"Closed","2007-01-23","09:25","Attempted Abduction","Street","4800 N 12th St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","407220","Unknown","Female","13","Male","Black",NA,"30-39","Sedan, 4 door","Gray","ride",NA,NA,"Ran Away",NA,1,1,40.0365,-75.1451
19142,"Attempted Abduction",1144084,"Closed","2007-01-30","04:00","Attempted Abduction","Street","S 62nd St & Paschall Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","407216","Unknown","Female","11","Male","White",NA,"20-30","Station Wagon","Red","other","None",NA,"Fought/Broke Free",NA,1,1,39.9223,-75.2338
19142,"Attempted Abduction",1103512,"Closed","2007-05-20","18:45","Exposure","Street","1800 S 68th St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","361950/361951","Unknown/Unknown","Female/Female","10/13","Male","Black",NA,"21",NA,NA,"other","None",NA,"Unknown",NA,2,1,39.9223,-75.2338
19142,"Attempted Abduction",1103592,"Closed","2007-10-01","17:30","Attempted Abduction","Street","6000 Elmwood Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","362029","Unknown","Female","13","Male","Black",NA,"30-39","Van","White","other","None",NA,"Ran Away",NA,1,1,39.9223,-75.2338
19143,"Attempted Abduction",1144092,"Closed","2007-01-24","07:30","Attempted Abduction","Street","4200 Florence Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","407224","Unknown","Female","12","Male","Black",NA,"20-25",NA,"Green","other","Question",NA,"Ran Away",NA,1,1,39.9448,-75.2288
19143,"Attempted Abduction",1258845,"Closed","2015-12-02","00:00","Attempted Abduction","School - Bus Stop","S 58th St & Springfield Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD - Special Victim Unit/Philadelphia (PA) PD","549245","Unknown","Male","12","Male","Unknown",NA,"20-29",NA,NA,"other","Parents sent","TEST STATEMENT - The subject told the child to \Get in\.","Adult/Child Intervened",NA,1,1,39.9448,-75.2288
19143,"Attempted Abduction",1103577,"Closed","2007-09-15","22:30","Sexual Assault","Street","5400 Chester Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","362015","Unknown","Female","17","Male","Black",NA,"30-39","Sedan, 4 door","White","other","None",NA,"Fought/Broke Free",NA,1,1,39.9448,-75.2288
19143,"Attempted Abduction",1136284,"Closed","2009-09-30","17:45","Sexual Assault","Street","4500 Chester Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","398433","Unknown","Female","16","Male","Black",NA,"20-29",NA,"Red","other","None",NA,"Released",NA,1,1,39.9448,-75.2288
19143,"Attempted Abduction",1137984,"Closed","2009-12-15","07:50","Attempted Abduction","Street","4900 Spruce St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","400357","Unknown","Female","14","Male","Black",NA,"30-39",NA,"Gold","other","None",NA,"Ran Away",NA,1,1,39.9448,-75.2288
19144,"Attempted Abduction",1103616,"Closed","2007-10-07","13:30","Sexual Assault","Street","Baynton St & Pastorius St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","362053","Unknown","Female","14","Male/Male/Male","Black/Black/Black",NA,"16-18/13-19/13-19",NA,NA,"other","None",NA,"Unknown",NA,1,3,40.0338,-75.1731
19144,"Attempted Abduction",1091794,"Closed","2008-03-11","17:45","Sexual Assault","Unknown","5900 Germantown Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","348784","Unknown","Female","17","Male/Male/Male","Unknown/Black/Black",NA,"18-21/18-21/18-21",NA,NA,"other","Unknown",NA,"Unknown",NA,1,3,40.0338,-75.1731
19144,"Attempted Abduction",1089360,"Closed","2008-02-03","17:30","Sexual Assault","Street","5800 Lena St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","345986","Unknown","Female","16","Male","Black",NA,"35-40",NA,NA,"other","None",NA,"Unknown",NA,1,1,40.0338,-75.1731
19144,"Attempted Abduction",1099459,"Closed","2008-06-12","09:10","Attempted Abduction","Street","100 W Manheim St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","357334","Unknown","Female","12","Male","Black",NA,"40","Sedan, 4 door","Red","other","None",NA,"Ignored/Refused",NA,1,1,40.0338,-75.1731
19144,"Attempted Abduction",1120483,"Closed","2009-03-20","08:35","Attempted Abduction","Street","5600 Germantown Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","380661","Unknown","Female","11","Male","Black",NA,"30-39",NA,NA,"other","None",NA,"Unknown",NA,1,1,40.0338,-75.1731
19144,"Attempted Abduction",1120464,"Closed","2009-03-06","09:05","Sexual Assault","Street","200 W Hansberry St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","380638","Unknown","Female","12","Male","Black",NA,"30-35",NA,NA,"other","None",NA,"None",NA,1,1,40.0338,-75.1731
19144,"Attempted Abduction",1103509,"Closed","2007-05-10","07:09","Attempted Abduction","Street","E Penn St & Belfield Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","361948","Unknown","Female","16","Male","Black",NA,"40-49","Sedan, 2 door","Green, Dark","other","None",NA,"Fought/Broke Free",NA,1,1,40.0338,-75.1731
19145,"Attempted Abduction",1139781,"Closed","2010-01-20","17:30","Exposure","Street","2500 W Moore St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","402336/402337/402339","Unknown/Unknown/Unknown","Male/Male/Male","7/10/11","Male","White",NA,"40-50","Van","White","other","None",NA,"Unknown",NA,3,1,39.9227,-75.1812
19145,"Attempted Abduction",1123027,"Closed","2009-05-08","08:00","Attempted Abduction","Street","1800 Snyder Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","383581","Unknown","Female","9","Male","White",NA,"60-69",NA,"Red","other","Question",NA,"Unknown",NA,1,1,39.9227,-75.1812
19145,"Attempted Abduction",1144102,"Closed","2007-01-05","04:50","Attempted Abduction","Street","2000 S Norwood St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","407234","Unknown","Female","12","Male","Black",NA,"30",NA,"Blue","other","Directions",NA,"Ran Away",NA,1,1,39.9227,-75.1812
19145,"Attempted Abduction",1144046,"Closed","2007-03-27","08:09","Attempted Abduction","Street","2100 Snyder Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","407172","Unknown","Female","13","Male","Black",NA,"20-25",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,39.9227,-75.1812
19145,"Attempted Abduction",1123030,"Closed","2009-05-08","08:00","Attempted Abduction","Street","2100 Snyder Ave","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","383586","Unknown","Female","17","Male","White",NA,"60-69",NA,"Red","other","Question",NA,"Unknown",NA,1,1,39.9227,-75.1812
19146,"Attempted Abduction",1103732,"Closed","2007-04-06","11:47","Attempted Abduction","Street","2930 Reed St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","362178","Unknown","Female","7","Male","White",NA,"25-39",NA,"Green, Dark","other","Question",NA,"Unknown",NA,1,1,39.9379,-75.1794
19146,"Attempted Abduction",1091799,"Closed","2008-03-12","07:05","Sexual Assault","Unknown","1900 Wharton St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","348788","Unknown","Female","11","Male","Black",NA,"20",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1,39.9379,-75.1794
19146,"Attempted Abduction",1144056,"Closed","2007-03-07","08:30","Exposure","Street","2400 Christian St","Philadelphia","PA","Philadelphia","Philadelphia (PA) PD","407184","Unknown","Female","16","Male","Black",NA,"20-25",NA,NA,"other","None",NA,"Ran Away",NA,1,1,39.9379,-75.1794
